Answer,Predict,gpt_score
chicken salad,meatloaf,0.1
green,white,0.0
in the center,in the center,1.0
cracker,spoon,0.0
dark green,green,0.7
salad,salad,1.0
located throughout,in the center,0.2
peach,red,0.2
halloumi,feta,0.4
creamy,creamy,1.0
bowl,bowl,1.0
red,red,1.0
adding,adding,1.0
on top,on top,1.0
white,white,1.0
green,green,1.0
bowl,bowl,1.0
throughout,throughout the bowl,0.7
green,green,1.0
salad,salad,1.0
large,large,1.0
interspersed,scattered,0.7
against the base,on top of,0.2
white,white,1.0
scattered,scattered,1.0
green onions,tomato,0.1
brown,brown,1.0
on a white plate,on the plate,0.9
red,red,1.0
salad,salad,1.0
spread,scattered,0.7
purple,white,0.0
among the leaves,on top of,0.2
red,red,1.0
halved,diced,0.6
cucumbers,zucchini,0.6
dill,cilantro,0.2
on top,on top,1.0
red,red,1.0
bowl,bowl,1.0
silver,glass,0.2
green,green,1.0
inside a silver bowl,on the plate,0.2
light,green,0.2
cucumbers,zucchini,0.5
red,red,1.0
throughout the blue bowl,on a plate,0.2
green,green,1.0
salad,salad,1.0
yellow,yellow,1.0
across the top,on top,0.7
white,white,1.0
black,black,1.0
salad,salad,1.0
white,white,1.0
yellow,yellow,1.0
white,white,1.0
rice,rice,1.0
green,green,1.0
with,with,1.0
orange,orange,1.0
salsa,hummus,0.1
white,white,1.0
tomatoes,tomato,1.0
in a bowl,on top of,0.2
colorful,colorful,1.0
bowl,bowl,1.0
apricot,rhubarb,0.1
green,green,1.0
within the mixture,scattered,0.2
murky,salsa,0.1
white,white,1.0
atop,located,0.3
yellow,yellow,1.0
distributed,scattered,0.7
green,green,1.0
white,red,0.0
on top of,on the rim,0.6
black,white,0.0
bowl,on top,0.2
reddish-orange,red,0.7
herbs,herbs,1.0
in the center,in the center,1.0
black,black,1.0
salsa,kugel,0.1
yellow,yellow,1.0
green,green,1.0
red,red,1.0
salsa,kugel,0.1
spoon,spoon,1.0
white,white,1.0
in the lower left,in the center,0.2
reddish-orange,red,0.7
cup,bowl,0.3
fills,fills,1.0
on the right,to the left,0.1
brownish-red,red,0.7
red,red,1.0
salsa,salsa,1.0
fills,fills,1.0
clear,clear,1.0
homemade,brie,0.2
salt,oats,0.1
red,green,0.1
scattered,layered,0.2
on the upper left,in the center,0.2
reddish-brown,white,0.1
salt,garlic,0.1
fills,fills,1.0
light,colorful,0.3
above a white bowl,on the right side,0.2
brown,golden-brown,0.7
sandwiches,chips,0.2
white,white,1.0
green,green,1.0
on a white surface,on a plate,0.7
blue,white,0.0
brown,brown,1.0
scattered,scattered,1.0
in the top left corner,on top,0.4
blue,white,0.0
scattered,scattered,1.0
peanut butter,cheese,0.1
golden-brown,brown,0.7
on a blue plate,on the plate,0.8
pasta,pasta,1.0
italian,italian,1.0
dripping,dripping,1.0
herbs,bacon,0.1
reddish-brown,reddish-brown,1.0
food,meat,0.7
down the sides,from the bottom,0.3
brown,white,0.0
sugar,tomato,0.1
amber,red,0.2
in a clear glass,clear,0.5
bottom,at the top,0.1
yellow,yellow,1.0
pasta,pasta,1.0
red,red,1.0
on top of,on a plate,0.5
white,green,0.0
orange-red,red,0.7
spaghetti,noodles,0.7
white,white,1.0
from center to edges,in the center,0.5
reddish-brown,white,0.1
bowl,bowl,1.0
pink,white,0.1
in the center,in the center,1.0
reddish-orange,red,0.7
sauce,polenta,0.2
fills,fills,1.0
green,red,0.0
to the left,in the center,0.2
red,red,1.0
wooden surface,wooden,0.7
white,white,1.0
next to,on top,0.2
fills,fills,1.0
brown,reddish-brown,0.7
bowl,pot,0.3
on the rim,resting on,0.4
orange,red,0.2
coated,seasoned,0.4
carrots,carrots,1.0
green,green,1.0
on a plate,on a plate,1.0
reddish-brown,reddish-brown,1.0
orange,orange,1.0
bowl,bowl,1.0
red,red,1.0
on top,on top,1.0
brownish-red,brown,0.7
beef,chicken,0.1
cooked,sliced,0.2
orange,orange,1.0
in the top center,in the center,0.9
dark brown,reddish-brown,0.6
stew,salad,0.2
light brown,silver,0.1
golden,red,0.1
from the surface,from the dish,0.5
yellowish-white,yellow,0.7
forming,filling,0.3
bowl,bowl,1.0
brownish-red,golden-brown,0.4
in the bottom-left,in the center,0.2
golden-brown,red,0.2
sausage flowers,pastries,0.2
brownish-orange,pink,0.1
sprinkled over,on top,0.4
silver tray,silver,0.7
sausage,chicken,0.1
reddish-brown,reddish-brown,1.0
in a leaf-shaped bowl,rectangular,0.1
grilled,frying,0.2
pineapple,rhubarb,0.1
creamy,is,0.1
pasta,salad,0.2
white,yellow,0.1
on the side,in the center,0.1
triangular,square,0.1
scone,chips,0.1
yellow,yellow,1.0
on a plate,on a plate,1.0
white,white,1.0
white,white,1.0
scones,muffins,0.3
golden brown,brown,0.8
in the foreground,located,0.3
yellow,yellow,1.0
tomato,rhubarb,0.2
green,green,1.0
towards the center,on top of,0.2
reddish-brown,dark,0.4
brown,brown,1.0
pumpkin seeds,pumpkin,0.7
sugar,sugar,1.0
orange,red,0.2
semifreddo,cake,0.6
silver,white,0.2
off-white,yellow,0.2
on a tray,on a plate,0.7
white,white,1.0
pinkish-orange,pinkish-orange,1.0
in the center,on a plate,0.3
green,green,1.0
white,white,1.0
shrimp,mussels,0.2
reddish-orange,brown,0.3
in the center,in the center,1.0
blue,white,0.0
shrimp,mussels,0.2
garlic,bacon,0.1
pink-orange,pinkish-orange,0.9
on a blue plate,on a plate,0.9
hash brown,rice,0.1
red,reddish-brown,0.7
scallions,parsley,0.3
white,white,1.0
pineapple,strawberries,0.1
yellow,yellow,1.0
green,green,1.0
on a white plate,on a plate,0.9
corn,tomato,0.2
yellow,yellow,1.0
scattered,scattered,1.0
red,red,1.0
on the left side,in the center,0.2
green,red,0.0
cabbage,cabbage,1.0
mixed,mixed,1.0
orange,orange,1.0
scattered,mixed,0.6
coleslaw,salad,0.7
orange,orange,1.0
in the bowl,in the center,0.3
orange,orange,1.0
glass,bowl,0.2
bright,bright,1.0
on the rim,on the rim,1.0
metal,wooden,0.1
slushies,margarita,0.3
red,orange,0.2
in a metal tray,on a plate,0.6
chocolate,spicy,0.1
cup,glass,0.3
brown,green,0.0
pink,green,0.1
smoothie,smoothie,1.0
green,green,1.0
on top of,on top of,1.0
chocolate,chocolate,1.0
smoothie,margarita,0.3
brown,green,0.0
green,white,0.0
pineapple,watermelon,0.1
clear,clear,1.0
smoothie,smoothie,1.0
to the right,on the left,0.1
green,green,1.0
smoothie,smoothie,1.0
strawberry,lemon,0.2
on top of,on the rim,0.6
solid,thick,0.6
sorbet,cake,0.2
pale,light,0.6
off-white,yellow,0.2
rich,purple,0.1
sorbet,ice cream,0.6
purple,red,0.1
in the bowl,contained,0.3
blueberry,peaches,0.1
resting,filling,0.1
pale green,white,0.1
golden-brown,yellow,0.5
crispy,crispy,1.0
in the upper-left corner,in the center,0.2
blue,white,0.0
mushrooms,mushrooms,1.0
scattered on the surface,submerged,0.1
spinach,kale,0.5
white,white,1.0
soup,soup,1.0
brown,reddish-brown,0.7
green,green,1.0
white,white,1.0
reddish-brown,reddish-brown,1.0
in the right half,in the center,0.3
vegetables,vegetables,1.0
orange,yellow,0.2
soup,salad,0.2
bread,salad,0.1
on top of,on a wooden surface,0.7
spaghetti,ravioli,0.4
red,red,1.0
cheese,cheese,1.0
around the perimeter,in the center,0.1
reddish-brown,red,0.7
spaghetti,on top of,0.1
chunky,creamy,0.2
light,yellow,0.3
cheese,cheese,1.0
red,red,1.0
in a casserole dish,on the plate,0.3
spaghetti,ravioli,0.3
scattered,scattered,1.0
meatballs,tomatoes,0.2
placed on top,on a plate,0.5
blue,white,0.0
musubi,kugel,0.1
orange-red,pink,0.2
around,wrapped,0.2
white rice,white,0.7
reddish-brown,reddish-brown,1.0
sandwich,drink,0.1
glazed,glossy,0.9
blue,white,0.0
light-brown,red,0.2
burger,burrito,0.2
reddish-brown,red,0.7
on top,located,0.3
spam,meat,0.0
green,green,1.0
spinach,tofu,0.1
white,white,1.0
with a patterned rim,has,0.2
onions,mushrooms,0.1
fresh,fresh,1.0
salad,salad,1.0
green,green,1.0
white,white,1.0
in a bowl,on a plate,0.3
green,green,1.0
spinach,tomatoes,0.2
haphazard,distributed,0.4
oily texture,creamy,0.4
spinach,kale,0.6
green,green,1.0
bowl,bowl,1.0
with shallots,mushrooms,0.2
green,green,1.0
sprouts,tomatoes,0.2
blue,white,0.0
bacon,bacon,1.0
on a white surface,on a wooden surface,0.3
green,green,1.0
sprouts,tomatoes,0.2
creamy,creamy,1.0
overlapping,scattered,0.1
green,green,1.0
sprouts,potatoes,0.2
brown,browned,0.7
scattered across,arranged,0.2
yellow,yellow,1.0
green,green,1.0
sprouts,tomatoes,0.2
brown,brown,1.0
around the sprouts,on top,0.3
green,green,1.0
brussels sprouts,tomatoes,0.1
white,white,1.0
brownish,brown,0.9
in a bowl,are,0.1
dispersed,scattered,1.0
green,green,1.0
bowl,within a white bowl,0.6
yellowish-white,yellow,0.7
covering,coated,0.7
on top,on top,1.0
black,green,0.0
green,yellow,0.1
squash,tomatoes,0.1
orange,yellow,0.2
on a white plate,on a plate,0.9
yellow,yellow,1.0
squash,tomatoes,0.1
on the concave part,on the plate,0.3
green,green,1.0
green,yellow,0.1
yellow,yellow,1.0
overlapping,arranged,0.2
on the plate,on a plate,0.9
orange-yellow,yellow,0.7
squash,tomatoes,0.1
green,yellow,0.1
charred,browned,0.6
in the center,in the center,1.0
orange,yellow,0.2
squash,tomatoes,0.1
blue,white,0.0
in the center-left,in the center,0.7
surrounding,covering,0.6
steak,chicken,0.1
tan,yellow,0.2
brown,brown,1.0
golden-brown,brown,0.7
crispy,textured,0.5
arranged,arranged,1.0
bowl,on top,0.2
white,orange-red,0.1
golden-brown,golden-brown,1.0
fish,burrito,0.0
white,pink,0.1
on the plate,on a plate,0.9
blue,blue,1.0
golden-brown,brown,0.8
green,green,1.0
beneath the steaks,in the center,0.2
reddish-brown,reddish-brown,1.0
hamburger,sausage,0.3
potatoes,zucchini,0.1
throughout the stew,in the bowl,0.2
red,white,0.0
stew,salad,0.2
ham,sausage,0.3
green,red,0.0
on the left,appear,0.2
brown,brown,1.0
scattered,scattered,1.0
orange,orange,1.0
white,white,1.0
brown,brown,1.0
chicken,sausage,0.1
orange,orange,1.0
on the left side,on the rim,0.3
brown,reddish-brown,0.7
tomatoes,tomato,1.0
meat,meat,1.0
on top,on top,1.0
yellow,yellow,1.0
yellow,yellow,1.0
atop the center,on top,0.7
orange-brown,brown,0.7
white,white,1.0
on the surface,on top,0.7
translucent,shredded,0.1
savory,spicy,0.7
vegetables,fish,0.0
green,green,1.0
around the top,in the center,0.3
yellow,red,0.1
pink,red,0.3
strawberries,blueberries,0.2
displaying,scattered,0.2
red,red,1.0
on top,on top,1.0
red,white,0.0
strawberries,bananas,0.2
bright,shiny,0.7
on a white paper liner,on top,0.3
red,red,1.0
strawberries,bananas,0.2
brown,brown,1.0
on the bottom,on top,0.1
red,red,1.0
strawberries,grapes,0.2
sliced,sliced,1.0
on the upper side,on the left,0.2
white,yellow,0.1
red,red,1.0
strawberries,bananas,0.2
clustered,scattered,0.1
juicy,glossy,0.2
red,red,1.0
strawberry,rhubarb,0.3
glass,dish,0.3
bright,vibrant,0.9
on the plate,on the rim,0.3
chestnut,peanuts,0.1
brown,golden-brown,0.7
toasted,toasted,1.0
yellow,golden-brown,0.6
brown,brown,1.0
scattered,scattered,1.0
dish,bowl,0.3
white,white,1.0
throughout the dish,on top,0.3
brown,brown,1.0
herbs,herbs,1.0
baking,baking,1.0
white,white,1.0
scattered,scattered,1.0
brown,brown,1.0
in the center,in the center,1.0
powdered,creamy,0.2
glass,glass,1.0
vegetarian,vegetarian,1.0
sushi,chips,0.1
black,white,0.0
on the plate,on a plate,0.9
green,green,1.0
swordfish,tuna,0.2
atop,in the center,0.2
red,red,1.0
pitcher,jar,0.2
on a tablecloth,on a wooden surface,0.6
orange,orange,1.0
cabbage,is,0.1
green,green,1.0
carrot,zucchini,0.2
on top,on top,1.0
red,white,0.0
tacos,chips,0.2
golden-brown,golden-brown,1.0
spilling,spilling,1.0
on a red plate,on a plate,0.7
brown,golden-brown,0.7
plate,plate,1.0
on top,on top of,0.9
topping,sprinkled,0.3
tacos,vegetables,0.2
red,red,1.0
on plate,on a plate,1.0
green,green,1.0
tacos,chips,0.2
golden-brown,golden-brown,1.0
red,red,1.0
behind,in the background,0.5
brown,pink,0.1
taffy,toffee,0.6
white,white,1.0
orange,yellow,0.2
across a white surface,on a plate,0.5
tamale,chips,0.2
yellow,yellow,1.0
on a white plate,on a plate,0.9
golden-brown,golden-brown,1.0
taquitos,chips,0.3
brown,brown,1.0
tan,golden-brown,0.7
taquitos,chips,0.3
orange,yellow,0.2
scattered over,on top,0.3
wooden,wooden,1.0
yellow,yellow,1.0
plate,on a plate,0.7
white,white,1.0
toasted,browned,0.7
on a plate,on a plate,1.0
golden brown,golden-brown,1.0
tater tots,tofu,0.1
white,white,1.0
over the tater tots,on top,0.3
orange,amber,0.7
glass,mug,0.5
scattered,scattered,1.0
brown,brown,1.0
on top,on top of,0.9
amber,amber,1.0
tea,drink,0.5
lemon,ice,0.1
green,white,0.0
on the surface,on the rim,0.5
mug,glass jar,0.2
beige,amber,0.5
on a white tiled surface,on a wooden surface,0.2
tea,drink,0.5
glass,mug,0.5
tan,amber,0.3
in the center,in the center,1.0
hot,warm,0.7
tea,drink,0.5
amber,amber,1.0
resting on a saucer,resting on,0.7
ginger,ginger,1.0
clear,clear,1.0
green,green,1.0
reddish-pink,amber,0.2
to the left,on top of,0.2
brown,golden-brown,0.7
chicken,chicken,1.0
white,white,1.0
white,white,1.0
tenderloins,chicken,0.2
reddish-brown,brown,0.7
drizzled,drizzled,1.0
on top,on top,1.0
pink,pink,1.0
pork,chicken,0.1
dark brown,brown,0.8
seared,frying,0.6
from the bottom left,in the center,0.2
golden,golden-brown,0.8
chicken,chicken,1.0
brown,brown,1.0
piled on top,on top of,0.6
green,green,1.0
white,white,1.0
tilapia,walleye,0.2
golden-brown,white,0.1
to the left,to the left,1.0
textured,textured,1.0
white,white,1.0
red,red,1.0
on top,on top of,0.9
ice cream,ice cream,1.0
located inside,on top,0.1
tofu,is,0.0
creamy,creamy,1.0
scooped,served,0.5
tofu,chicken,0.1
red,red,1.0
golden-brown,yellow,0.6
eggplant,zucchini,0.3
agedashi,hummus,0.1
brown,green,0.0
scattered,scattered,1.0
tan,golden-brown,0.7
shifted to the left,in the center,0.2
green,green,1.0
scattered,scattered,1.0
orange,golden-brown,0.5
tofu,fish,0.0
resting between,resting on,0.8
rice,lettuce,0.1
scattered,scattered,1.0
brown,browned,0.7
scattered,distributed,0.7
broccoli,onions,0.2
green,green,1.0
tofu,tofu,1.0
blue,white,0.0
on the left side,in the center,0.2
golden-brown,golden-brown,1.0
decorative,decorative,1.0
tofu,tofu,1.0
blue,white,0.0
on the upper left,to the left,0.6
mushrooms,mushrooms,1.0
red,red,1.0
tomatoes,tomatoes,1.0
white,white,1.0
closer to,to the left,0.3
green,green,1.0
red,red,1.0
tomatoes,tomatoes,1.0
yellow,red,0.1
tomato,tofu,0.1
transparent,dish,0.1
orange,yellow,0.3
gluten-free,gluten-free,1.0
yellow,white,0.1
on the plate,on top,0.3
brown,browned,0.7
white,yellow,0.1
meringue,chocolate,0.1
browned,caramelized,0.7
amber-colored,yellow,0.6
on a dark surface,resting on,0.3
white,white,1.0
tortes,muffins,0.2
copper-colored,white,0.1
on a plate,on top of,0.3
green,white,0.0
mousse,avocado,0.1
white,white,1.0
brown,brown,1.0
on top of,on top,0.9
plum,grapes,0.2
round,square,0.0
yellow,yellow,1.0
white,white,1.0
over the surface,on top,0.7
yellow,yellow,1.0
tortellini,ravioli,0.7
orange,white,0.0
tortellini,ravioli,0.7
yellow,red,0.1
red,red,1.0
on an orange plate,plate,0.5
blue,white,0.0
tortellini,ravioli,0.7
green,yellow,0.1
powdered,textured,0.3
yellow,yellow,1.0
brown,brown,1.0
in the center,in the center,1.0
yellow-tan,white,0.2
tortillas,chips,0.4
stacked,stacked,1.0
round,square,0.0
tan,white,0.1
tortillas,chips,0.4
blue,red,0.0
on top of,on a plate,0.5
tortilla,rice,0.1
brown,brown,1.0
green,green,1.0
on top,on top,1.0
white,white,1.0
golden-brown,golden-brown,1.0
meat,tofu,0.1
on top of,on a plate,0.5
scattered,arranged,0.0
marshmallows,are,0.1
congealed,creamy,0.2
on wrinkled sheet,on a plate,0.2
creamy,creamy,1.0
trifle,cake,0.6
yellow,yellow,1.0
on top,on a plate,0.5
brown,yellow,0.1
golden-brown,yellow,0.5
cake,is,0.0
red,red,1.0
with whipped topping,topped,0.6
dessert,salad,0.1
reddish-brown,brown,0.7
tri-tip,chicken,0.1
white,white,1.0
on a plate,in the center,0.2
yellow-brown,white,0.1
large,large,1.0
fish,fish,1.0
orange,orange,1.0
on the right,in the center,0.2
fish,fish,1.0
yellow,yellow,1.0
on the platter,on a plate,0.7
fillets,rollups,0.2
dark,brown,0.2
brown,brown,1.0
in a box,on a plate,0.2
white,white,1.0
white,white,1.0
chocolate,polenta,0.1
brown,brown,1.0
on a plate,on top,0.3
truffles,cake,0.1
brown,yellow,0.1
studded,textured,0.6
at the top,on top,0.7
strawberry-filled,filling,0.6
truffles,cake,0.1
brown,yellow,0.1
with a darker brown,red,0.1
circular,square,0.0
yellow,white,0.1
tuna,tuna,1.0
creamy,creamy,1.0
on the top of casserole,on top,0.7
white,white,1.0
white,white,1.0
green,green,1.0
melted,melted,1.0
in a white baking dish,in the image,0.3
creamy,creamy,1.0
turkey,chicken,0.5
yellow,white,0.1
mushrooms,mushrooms,1.0
in a dish,in the center,0.3
brownish-orange,red,0.3
turkey,chicken,0.3
scattered,distributed,0.7
green,green,1.0
on the surface,on top,0.7
white,white,1.0
blueberry,blueberry,1.0
golden-brown,golden-brown,1.0
scattered,scattered,1.0
red,white,0.0
square,rectangular,0.2
carrots,zucchini,0.2
on top,on top of,0.9
golden-brown,light,0.3
veal,chicken,0.2
white,yellow,0.2
on the plate,on a plate,0.9
drizzled,drizzled,1.0
white,white,1.0
vegetables,burrito,0.2
red,green,0.1
on a plate,are,0.1
brown,green,0.0
wellington,salad,0.1
dark blue,white,0.1
green,red,0.0
vegetables,fish,0.0
scattered,scattered,1.0
on a black grill pan,on a plate,0.3
glazed,translucent,0.4
reddish-brown,red,0.7
around the base,on top of,0.2
blackberries,rhubarb,0.2
brown,brown,1.0
venison,chicken,0.1
gravy,covering,0.2
green,white,0.0
on the plate,on a plate,0.9
golden-brown,brown,0.7
venison,chicken,0.1
on a plate,on a plate,1.0
overlapping,stacked,0.4
salad,salad,1.0
green,green,1.0
in the salad,on top of,0.2
blueberries,rhubarb,0.1
brown,yellow,0.1
reflecting,filling,0.2
pitcher,pot,0.2
vinaigrette,vinaigrette,1.0
in the foreground,in the center,0.4
vinaigrette,vinaigrette,1.0
wooden,wooden,1.0
yellow-brown,brown,0.7
jar,pot,0.5
wooden,wooden,1.0
on a wooden surface,on a wooden surface,1.0
green,green,1.0
scattered,scattered,1.0
red,red,1.0
tomato,tomato,1.0
above the middle,located,0.3
golden-brown,golden-brown,1.0
waffles,pancakes,0.2
white,white,1.0
darker,rich,0.2
on a white plate,on a plate,0.9
golden,golden-brown,0.7
brown,brown,1.0
on the left,in the center,0.2
red,red,1.0
waffle,toast,0.2
red,red,1.0
on the waffle,on top of,0.4
green,green,1.0
awesome,amazing,0.9
walleye,walleye,1.0
tan,golden-brown,0.7
red,red,1.0
watermelon,rhubarb,0.1
white,white,1.0
on top,on a plate,0.5
green,brown,0.1
pink,pink,1.0
watermelon,lemon,0.2
red,red,1.0
clear,clear,1.0
orange,white,0.0
wedges,rectangular,0.2
golden-brown,golden-brown,1.0
on plate,on a plate,1.0
herbs,herbs,1.0
brown,pink,0.1
white,golden-brown,0.2
fries,chips,0.9
orange,lemon,0.2
glasses,glasses,1.0
amber,red,0.2
on the tray,on a wooden surface,0.4
metallic,glass,0.2
wings,wings,1.0
orange,golden-brown,0.5
in the center,in the center,1.0
saucy,crispy,0.2
cauliflower,zucchini,0.2
golden brown,white,0.1
scattered across,arranged,0.2
plate,plate,1.0
golden-brown,golden-brown,1.0
wontons,soup,0.3
crispy,crispy,1.0
bowl,bowl,1.0
in the bowl,on a plate,0.2
green,green,1.0
brownish,brown,0.9
on the lower right,in the center,0.2
cilantro,parsley,0.6
tan,brown,0.3
wraps,chips,0.1
corn,mushrooms,0.1
pink,brown,0.1
on the plate,within,0.2
spinach,kale,0.6
yellow,yellow,1.0
orange,orange,1.0
yams,tomatoes,0.1
glistening,coated,0.5
on top of,on a plate,0.5
green,green,1.0
orange,orange,1.0
yams,tomatoes,0.1
scattered,scattered,1.0
white,white,1.0
on a white surface,on a plate,0.7
white,white,1.0
brown,brown,1.0
blueberries,rhubarb,0.1
creamy,creamy,1.0
yogurt,oatmeal,0.2
red,red,1.0
on top,on top of,0.9
blue,white,0.0
raspberries,rhubarb,0.2
blue,white,0.0
ziti,ravioli,0.3
reddish-orange,red,0.7
reddish-brown,golden-brown,0.4
spaghetti,chicken,0.1
throughout the entire pan,scattered across,0.2
yellow,green,0.1
zucchini,zucchini,1.0
black,red,0.0
in the center,in the center,1.0
